BursatilIndex,Sampling Method,Indicator,Execution,Ind_Value
dowjones,mkds,IGD,11,8.03585712124208e-05
dowjones,mkds,IGD,12,8.03585712124208e-05
dowjones,mkds,IGD,13,8.03585712124208e-05
dowjones,mkds,IGD,14,8.03585712124208e-05
dowjones,mkds,IGD,15,8.03585712124208e-05
dowjones,mkds,IGD,16,8.03585712124208e-05
dowjones,mkds,IGD,17,8.03585712124208e-05
dowjones,mkds,IGD,18,8.03585712124208e-05
dowjones,mkds,IGD,19,8.03585712124208e-05
dowjones,das,GDplus,0,0.009858559009953504
dowjones,das,GDplus,1,0.009858559009953504
dowjones,das,GDplus,2,0.009858559009953504
dowjones,das,GDplus,3,0.009858559009953504
dowjones,das,GDplus,4,0.009858559009953504
dowjones,das,GDplus,5,0.009858559009953504
dowjones,das,GDplus,6,0.009858559009953504
dowjones,das,GDplus,7,0.009858559009953504
dowjones,das,GDplus,8,0.009858559009953504
dowjones,das,GDplus,9,0.009858559009953504
dowjones,das,GDplus,10,0.009858559009953504
dowjones,das,GDplus,11,0.009858559009953504
dowjones,das,GDplus,12,0.009858559009953504
dowjones,das,GDplus,13,0.009858559009953504
dowjones,das,GDplus,14,0.009858559009953504
dowjones,das,GDplus,15,0.009858559009953504
dowjones,das,GDplus,16,0.009858559009953504
dowjones,das,GDplus,17,0.009858559009953504
dowjones,das,GDplus,18,0.009858559009953504
dowjones,das,GDplus,19,0.009858559009953504
dowjones,nsgaii,GDplus,0,0.00229168504419315
dowjones,nsgaii,GDplus,1,0.002172102842725653
dowjones,nsgaii,GDplus,2,0.0021924049368278213
dowjones,nsgaii,GDplus,3,0.002225941913205502
dowjones,nsgaii,GDplus,4,0.0022944704127992057
dowjones,nsgaii,GDplus,5,0.00224346311627544
dowjones,nsgaii,GDplus,6,0.0023684711019038517
dowjones,nsgaii,GDplus,7,0.0023283235044452896
dowjones,nsgaii,GDplus,8,0.0022458349067118358
dowjones,nsgaii,GDplus,9,0.0023532364101644
dowjones,nsgaii,GDplus,10,0.0022087650942438737
dowjones,nsgaii,GDplus,11,0.0022956184643884185
dowjones,nsgaii,GDplus,12,0.002180873370402474
dowjones,nsgaii,GDplus,13,0.0022756816699848604
dowjones,nsgaii,GDplus,14,0.002222042266162276
dowjones,nsgaii,GDplus,15,0.0022889340791476314
dowjones,nsgaii,GDplus,16,0.00221736284237333
dowjones,nsgaii,GDplus,17,0.0022448164544439505
dowjones,nsgaii,GDplus,18,0.0022664366760962685
dowjones,nsgaii,GDplus,19,0.0023666231656803557
dowjones,sms,GDplus,0,0.0019136058956240117
dowjones,sms,GDplus,1,0.0019074431646299123
dowjones,sms,GDplus,2,0.0019300411737126876
dowjones,sms,GDplus,3,0.001895766321069321
dowjones,sms,GDplus,4,0.0018194923112519747
dowjones,sms,GDplus,5,0.0017781427566782395
dowjones,sms,GDplus,6,0.0017987252526303831
dowjones,sms,GDplus,7,0.001671617641280491
dowjones,sms,GDplus,8,0.001827261366951377
dowjones,sms,GDplus,9,0.0016739357248440484
dowjones,sms,GDplus,10,0.0019727772389708607
dowjones,sms,GDplus,11,0.0017987771411874238
dowjones,sms,GDplus,12,0.0018896934511534738
dowjones,sms,GDplus,13,0.0019385579050649965
dowjones,sms,GDplus,14,0.0019736242420666412
dowjones,sms,GDplus,15,0.001798337572684962
dowjones,sms,GDplus,16,0.0019268210541171055
dowjones,sms,GDplus,17,0.001922902720639555
dowjones,sms,GDplus,18,0.001949475319882051
dowjones,sms,GDplus,19,0.0017905473424552375
dowjones,mkds,GDplus,0,0.0018346251144869005
dowjones,mkds,GDplus,1,0.0018346251144869005
dowjones,mkds,GDplus,2,0.0018346251144869005
dowjones,mkds,GDplus,3,0.0018346251144869005
dowjones,mkds,GDplus,4,0.0018346251144869005
dowjones,mkds,GDplus,5,0.0018346251144869005
dowjones,mkds,GDplus,6,0.0018346251144869005
dowjones,mkds,GDplus,7,0.0018346251144869005
dowjones,mkds,GDplus,8,0.0018346251144869005
dowjones,mkds,GDplus,9,0.0018346251144869005
dowjones,mkds,GDplus,10,0.0018346251144869005
dowjones,mkds,GDplus,11,0.0018346251144869005
dowjones,mkds,GDplus,12,0.0018346251144869005
dowjones,mkds,GDplus,13,0.0018346251144869005
dowjones,mkds,GDplus,14,0.0018346251144869005
dowjones,mkds,GDplus,15,0.0018346251144869005
dowjones,mkds,GDplus,16,0.0018346251144869005
dowjones,mkds,GDplus,17,0.0018346251144869005
dowjones,mkds,GDplus,18,0.0018346251144869005
dowjones,mkds,GDplus,19,0.0018346251144869005
dowjones,das,IGDplus,0,0.0005659466961528356
dowjones,das,IGDplus,1,0.0005659466961528356
dowjones,das,IGDplus,2,0.0005659466961528356
dowjones,das,IGDplus,3,0.0005659466961528356
dowjones,das,IGDplus,4,0.0005659466961528356
dowjones,das,IGDplus,5,0.0005659466961528356
dowjones,das,IGDplus,6,0.0005659466961528356
dowjones,das,IGDplus,7,0.0005659466961528356
dowjones,das,IGDplus,8,0.0005659466961528356
dowjones,das,IGDplus,9,0.0005659466961528356
dowjones,das,IGDplus,10,0.0005659466961528356
dowjones,das,IGDplus,11,0.0005659466961528356
dowjones,das,IGDplus,12,0.0005659466961528356
dowjones,das,IGDplus,13,0.0005659466961528356
dowjones,das,IGDplus,14,0.0005659466961528356
dowjones,das,IGDplus,15,0.0005659466961528356
dowjones,das,IGDplus,16,0.0005659466961528356
dowjones,das,IGDplus,17,0.0005659466961528356
dowjones,das,IGDplus,18,0.0005659466961528356
dowjones,das,IGDplus,19,0.0005659466961528356
dowjones,nsgaii,IGDplus,0,5.95730408759544e-05
dowjones,nsgaii,IGDplus,1,5.3369310304364584e-05
dowjones,nsgaii,IGDplus,2,4.416517454260771e-05
dowjones,nsgaii,IGDplus,3,4.7358030660093946e-05
dowjones,nsgaii,IGDplus,4,5.536420168421913e-05
dowjones,nsgaii,IGDplus,5,5.214930898127031e-05
dowjones,nsgaii,IGDplus,6,5.435230793590312e-05
dowjones,nsgaii,IGDplus,7,5.581597095356768e-05
dowjones,nsgaii,IGDplus,8,5.210826280457258e-05
dowjones,nsgaii,IGDplus,9,5.765615160334446e-05
dowjones,nsgaii,IGDplus,10,4.687456611537251e-05
dowjones,nsgaii,IGDplus,11,6.180718708049342e-05
dowjones,nsgaii,IGDplus,12,4.664908009683065e-05
dowjones,nsgaii,IGDplus,13,5.358264409175147e-05
dowjones,nsgaii,IGDplus,14,5.117954375010211e-05
dowjones,nsgaii,IGDplus,15,6.146272200819261e-05
dowjones,nsgaii,IGDplus,16,5.5079924209613434e-05
dowjones,nsgaii,IGDplus,17,4.5319081574529755e-05
dowjones,nsgaii,IGDplus,18,5.0153911055014625e-05
dowjones,nsgaii,IGDplus,19,5.752348302192914e-05
dowjones,sms,IGDplus,0,2.3062638640173267e-05
dowjones,sms,IGDplus,1,2.202281775161809e-05
dowjones,sms,IGDplus,2,2.456963917932851e-05
dowjones,sms,IGDplus,3,2.0498582874344825e-05
dowjones,sms,IGDplus,4,2.1562488150309394e-05
